,1.0,1.02,1.1,1.11,1.2,Lite 1.30,1.3,1.4,1.51,1.6,1.7,1.80,1.93,2.00,2.111,SZ 2017,GDW 2019,SZ 2022,2.2
973,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
974,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
975,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
976,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
977,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
978,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
979,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
980,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
981,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
982,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
983,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
984,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
985,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
986,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
987,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
988,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
989,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden
990,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
991,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden
992,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
993,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
994,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
995,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
996,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
997,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
998,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
999,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1000,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1001,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1002,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1003,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1004,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1005,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1006,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1007,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1008,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1009,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1012,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1015,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1016,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1017,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1018,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1019,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1020,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1021,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1022,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1023,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1024,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1025,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1026,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1027,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1028,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1029,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1030,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1031,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1032,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1033,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1034,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1035,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1036,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1037,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1038,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1039,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1040,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1041,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1042,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1043,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1044,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1045,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1046,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1047,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1048,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1049,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1050,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1051,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1052,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1053,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1054,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1055,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1056,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1057,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1058,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1059,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1060,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1061,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1062,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1063,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1064,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1065,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1066,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1067,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1068,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1069,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1070,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1071,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1072,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1073,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1074,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1075,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1076,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1077,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1078,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1079,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1080,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1081,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1082,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1083,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1084,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1085,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1086,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1087,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1088,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1089,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1090,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1091,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1092,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1093,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1094,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1095,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1096,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1097,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1098,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1099,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1100,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1101,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1102,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1103,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1104,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1105,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1106,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1107,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1108,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1109,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1110,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1111,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1112,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1113,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1114,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1115,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1116,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1117,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1118,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1119,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1120,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1121,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1122,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1123,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1124,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1125,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1126,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1127,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1128,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1129,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1130,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1131,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1132,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1133,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1134,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1135,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1136,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1137,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1138,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1139,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1140,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1141,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1142,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1143,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1144,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1145,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1146,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1147,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1148,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1149,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1150,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1151,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1152,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1153,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1154,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1155,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1156,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1157,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1158,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1159,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1160,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1161,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1162,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1163,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1164,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1165,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1166,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1167,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1168,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1169,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1170,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1171,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1172,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1173,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1174,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1175,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1176,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1177,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1178,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1179,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1180,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1181,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1182,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1183,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1184,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1185,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1186,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1187,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1188,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1189,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1190,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1191,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1192,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1193,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1194,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1195,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1196,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1197,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1198,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1199,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1200,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1201,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1202,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1203,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1204,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1205,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1206,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1207,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1208,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1209,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1210,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1211,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1212,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1213,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1214,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1215,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1216,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1217,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1218,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1219,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1220,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1221,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1222,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1223,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1224,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1225,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1226,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1227,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1228,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1229,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1230,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1231,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1232,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1233,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1234,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1235,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1236,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1237,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1238,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1239,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1240,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1241,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1242,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1243,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1244,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1245,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1246,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1247,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1248,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1249,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1250,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1251,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1252,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1253,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1254,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1255,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1256,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1257,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1258,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1259,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1260,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1261,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1262,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1263,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1264,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1265,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1266,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1267,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1268,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1269,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1270,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
1271,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
